,회사명,시기,지원분야,대학,계열,전공,학점,토익,토익스피킹,오픽,외국어,자격증,해외경험,인턴,수상내역,봉사
5980,평화정공(주),2015년,,지방4년제,경영학과,,3.7,825점,-,-,-,1개,-,1회,1회,1회
5981,평화정공(주),2015년,제품영업,지방4년제,경영학과,,3.7,825점,-,-,-,1개,-,1회,1회,1회
5982,평화정공(주),2013년,설계엔지니어,대학원,공학계열,기계공학,4.19,-,-,-,-,-,-,-,-,-
5983,평화정공(주),2013년,인사담당자,지방4년제,예/체능학계열,산업디자인과,3.48,710점,-,-,-,1개,-,4회,-,3회
5984,평화정공(주),2012년,생산직종사자,고졸,-,,-,-,-,-,-,-,-,-,-,-
5985,평화정공(주),2012년,구매관리자,지방4년제,상경계열,경영,3.87,-,-,-,-,-,-,-,-,-
5986,평화정공(주),2012년,해외영업,지방4년제,어문학계열,중어중문,3.9,875점,-,-,1개,3개,1회,-,-,-
5987,평화정공(주),2011년,회계담당자,초대졸,어문학계열,일본어과,3.4,-,-,-,-,-,-,-,-,-
5988,평화정공(주),2011년,사무보조,초대졸,예/체능학계열,생활체육,4.5,-,-,-,-,-,-,-,-,-
5989,평화정공(주),2011년,기계엔지니어,지방4년제,공학계열,자동차공학,3.89,-,-,IL,-,-,-,2회,-,-
5990,"대원전선㈜ 본사,예산공장",2016년,네트워크엔지니어,지방4년제,공학계열,컴퓨터공학과,3.9,-,-,-,-,-,-,-,-,-
5991,"대원전선㈜ 본사,예산공장",2015년,포장·가공담당자,고졸,-,,-,-,-,-,-,-,-,-,-,-
5992,"대원전선㈜ 본사,예산공장",2014년,생산직종사자,초대졸,자연과학계열,환경보건,3.8,-,-,-,-,-,-,-,-,-
5993,"대원전선㈜ 본사,예산공장",2012년,품질관리자,대학원,국제관광통상,,-,-,-,-,-,5개,-,-,-,-
5994,"대원전선㈜ 본사,예산공장",2012년,포장·가공담당자,고졸,-,,-,-,-,-,-,2개,-,-,-,-
5995,"대원전선㈜ 본사,예산공장",2011년,,서울4년제,국어국문학,,4.1,890점,-,-,-,4개,-,1회,3회,-
5996,"대원전선㈜ 본사,예산공장",2010년,해외영업,서울4년제,사회과학계열,사회학과,3.82,825점,-,-,-,1개,2회,-,-,-
5997,"대원전선㈜ 본사,예산공장",2010년,IT·기술영업,서울4년제,공학계열,환경공,3.35,745점,-,IL,-,1개,-,-,-,-
5998,"대원전선㈜ 본사,예산공장",2009년,생산직종사자,초대졸,메카트로닉스,,-,-,-,-,-,3개,-,-,-,-
5999,"대원전선㈜ 본사,예산공장",2009년,회계담당자,초대졸,상경계열,세무회계,3.61,-,-,-,-,3개,-,-,-,-
6000,㈜일진글로벌홀딩스,2018년,구매관리자,해외대학,상경계열,상경학부,3.41,930점,-,-,1개,4개,1회,-,1회,-
6001,㈜일진글로벌홀딩스,2018년,구매관리자,해외대학,상경계열,상경학부,3.41,930점,-,-,1개,4개,1회,-,1회,-
6002,㈜일진글로벌홀딩스,2017년,기계엔지니어,지방4년제,공학계열,기계설계,3.56,790점,-,IM2,-,1개,-,-,-,1회
6003,㈜일진글로벌홀딩스,2016년,현장관리자,초대졸,공학계열,기계,3.17,-,-,-,-,3개,1회,1회,-,-
6004,㈜일진글로벌홀딩스,2016년,품질관리자,지방4년제,공학계열,기계공학과,3.86,-,-,-,-,3개,-,-,-,-
6005,㈜일진글로벌홀딩스,2016년,기술·전문강사,해외대학,경영과학,,-,975점,-,-,-,-,1회,-,4회,-
6006,㈜일진글로벌홀딩스,2016년,,서울4년제,정책학과,,3.8,910점,-,-,-,1개,-,-,-,1회
6007,㈜일진글로벌홀딩스,2016년,인사담당자,서울4년제,사회과학계열,정책학과,3.8,910점,-,-,-,-,-,-,-,1회
6008,㈜일진글로벌홀딩스,2015년,설계엔지니어,해외대학원,공학계열,제조,2.81,-,-,-,-,-,1회,-,-,1회
6009,㈜일진글로벌홀딩스,2015년,품질관리자,서울4년제,공학계열,전기공,3.71,-,Lv6,-,-,-,-,5회,-,-
6010,(주)마니커,2016년,품질관리자,초대졸,세무회계정보,,-,-,-,-,-,3개,-,-,-,-
6011,(주)마니커,2014년,웹디자이너,수도권4년제,예/체능학계열,디지털미디어학과,3.39,-,-,-,-,2개,-,2회,-,3회
6012,(주)마니커,2014년,현장관리자,고졸,-,,-,-,-,-,-,-,-,-,-,-
6013,(주)마니커,2014년,네트워크엔지니어,지방4년제,공학계열,정보통신공학,4.12,-,-,-,1개,4개,-,1회,-,-
6014,(주)마니커,2013년,사무담당자,초대졸,보건행정경영학과,,-,-,-,-,-,4개,-,1회,-,-
6015,(주)마니커,2013년,법인영업,지방4년제,상경계열,국제통상학과,4.19,-,-,-,-,2개,-,-,-,2회
6016,(주)마니커,2013년,제품영업,지방4년제,상경계열,경영,3.6,-,-,-,-,2개,-,-,3회,1회
6017,(주)마니커,2013년,자재관리자,지방4년제,사회과학계열,행정,3.67,-,-,-,-,1개,-,2회,2회,2회
6018,(주)마니커,2013년,회계담당자,초대졸,인문과학계열,세무회계정보,4,-,-,-,-,5개,-,-,-,-
6019,(주)마니커,2013년,사무담당자,고졸,-,,-,-,-,-,-,4개,-,-,-,-
6020,㈜티와이엠,2016년,생산직종사자,지방4년제,전기전자통신,,-,-,-,-,-,4개,-,-,-,-
6021,㈜티와이엠,2015년,생산직종사자,초대졸,공학계열,메카트로닉스,4.23,-,-,-,-,1개,-,-,-,-
6022,㈜티와이엠,2015년,생산직종사자,초대졸,자동차,,-,-,-,-,-,5개,-,-,-,-
6023,㈜티와이엠,2015년,해외영업,서울4년제,공학계열,건축,3.53,955점,-,-,-,4개,-,1회,4회,1회
6024,㈜티와이엠,2014년,생산직종사자,고졸,-,,-,-,-,-,-,2개,-,-,-,-
6025,㈜티와이엠,2014년,회계담당자,초대졸,공학계열,정보통신,3.27,-,-,-,-,4개,-,-,-,-
6026,㈜티와이엠,2014년,생산직종사자,고졸,-,,-,-,-,-,-,-,-,-,-,-
6027,㈜티와이엠,2014년,생산직종사자,지방4년제,어문학계열,중국언어문화,4.24,-,-,-,1개,-,2회,-,-,-
6028,㈜티와이엠,2013년,생산직종사자,고졸,-,,-,-,-,-,-,-,-,-,-,-
6029,㈜티와이엠,2013년,구매관리자,서울4년제,사회과학계열,무역,3.98,-,-,-,-,1개,-,-,-,1회
6030,한국소니전자(주),2014년,생산직종사자,고졸,-,,-,-,-,-,-,-,-,-,-,-
6031,한국소니전자(주),2013년,품질관리자,지방4년제,상경계열,경제학과,3.87,-,-,-,-,-,-,-,-,-
6032,한국소니전자(주),2012년,생산직종사자,고졸,-,,-,-,-,-,-,1개,-,-,-,-
6033,한국소니전자(주),2012년,앱개발자,지방4년제,공학계열,컴퓨터공학,3.2,-,-,-,-,-,-,-,-,-
6034,한국소니전자(주),2010년,생산직종사자,고졸,-,,-,-,-,-,-,-,-,-,-,-
6035,한국소니전자(주),2010년,반도체엔지니어,고졸,-,,-,-,-,-,-,2개,-,-,-,-
6036,한국소니전자(주),2010년,품질관리자,고졸,-,,-,-,-,-,-,3개,-,-,-,-
6037,한국소니전자(주),2010년,생산직종사자,고졸,-,,-,-,-,-,-,-,-,-,-,-
6038,한국소니전자(주),2010년,생산직종사자,고졸,-,,-,-,-,-,-,-,-,-,-,-
6039,한국소니전자(주),2010년,생산직종사자,고졸,-,,-,-,-,-,-,-,-,-,-,-
6040,한국후지쯔(주),2015년,앱개발자,고졸,-,,-,-,-,-,-,5개,1회,-,-,-
6041,한국후지쯔(주),2015년,제품영업,서울4년제,상경계열,경영,3.45,-,-,IH,-,-,-,-,-,-
6042,한국후지쯔(주),2015년,사무담당자,지방4년제,법학계열,법,3.02,855점,-,-,-,-,-,2회,-,3회
6043,한국후지쯔(주),2014년,인바운드상담원,고졸,-,,-,-,-,-,-,2개,-,-,-,-
6044,한국후지쯔(주),2014년,해외영업,서울4년제,경영학부,,-,-,-,-,1개,2개,1회,-,-,-
6045,한국후지쯔(주),2014년,비서,서울4년제,상경계열,경영학과,3,520점,-,-,1개,1개,-,-,-,-
6046,한국후지쯔(주),2014년,네트워크엔지니어,지방4년제,공학계열,정보통신공학,3.6,-,-,-,-,5개,-,-,-,-
6047,한국후지쯔(주),2013년,IT·기술영업,서울4년제,공학계열,전기전자,3.08,-,-,IM3,-,-,-,-,-,-
6048,한국후지쯔(주),2013년,영업지원,서울4년제,어문학계열,영어통번역,3.67,-,-,-,-,1개,2회,-,-,-
6049,한국후지쯔(주),2012년,납품·배송기사,고졸,-,,-,-,-,-,-,-,-,-,-,-
6050,한국공항(주),2019년,전기기사,수도권4년제,공학계열,전자공학,3.29,-,-,IH,-,3개,-,-,-,-
6051,한국공항(주),2019년,MD,수도권4년제,자연과학계열,식품영양학과,3.18,785점,-,IL,-,3개,-,-,1회,3회
6052,한국공항(주),2016년,설치·수리기사,지방4년제,인문과학계열,영어학전공,2.8,-,-,-,-,3개,-,-,-,-
6053,한국공항(주),2016년,자재관리자,초대졸,공학계열,디지털전자,4.3,-,-,-,-,4개,-,-,-,-
6054,한국공항(주),2016년,납품·배송기사,초대졸,공학계열,컴퓨터응용기계계열,4.1,-,-,-,-,1개,-,-,-,-
6055,한국공항(주),2016년,납품·배송기사,초대졸,공학계열,정보통신,3.27,-,-,-,-,1개,-,-,2회,-
6056,한국공항(주),2016년,기계엔지니어,초대졸,공학계열,자동차,3.3,-,-,-,-,3개,-,-,-,-
6057,한국공항(주),2015년,사무담당자,초대졸,공학계열,자동화공,3.68,-,-,-,1개,1개,-,1회,3회,2회
6058,한국공항(주),2015년,납품·배송기사,초대졸,어문학계열,관광영어,4.38,-,-,-,-,5개,-,-,-,-
6059,한국공항(주),2015년,해외영업,초대졸,공학계열,전기시스템,3.83,-,-,-,-,1개,2회,-,-,-
6060,KB투자증권㈜,2014년,영업지원,수도권4년제,사회과학계열,부동산,3.82,-,-,-,-,4개,2회,2회,-,2회
6061,KB투자증권㈜,2014년,설문·리서치,서울4년제,상경계열,경제,4.09,-,-,-,-,1개,-,-,-,-
6062,KB투자증권㈜,2012년,네트워크엔지니어,서울4년제,공학계열,컴퓨터공,3.41,-,-,-,-,1개,-,-,-,2회
6063,KB투자증권㈜,2011년,홍보,수도권4년제,상경계열,경영학과,2.5,-,-,-,-,-,-,-,-,-
6064,KB투자증권㈜,2011년,,서울4년제,상경,,3.5,980점,-,-,-,-,-,-,-,-
6065,KB투자증권㈜,2011년,경영·비즈니스기획,대학원,상경계열,금융MBA,3.6,-,Lv8,-,-,1개,-,-,-,-
6066,KB투자증권㈜,2010년,,서울4년제,공통,,3.9,910점,-,-,-,-,-,-,1회,-
6067,KB투자증권㈜,2008년,설문·리서치,해외대학,상경계열,경제,3.38,-,-,-,-,-,-,-,-,-
6068,KB투자증권㈜,2008년,사무담당자,초대졸,상경계열,경영,3.86,-,-,-,-,5개,-,-,-,-
6069,KB투자증권㈜,2007년,통번역사,해외대학,사회과학계열,정치,3.49,-,-,-,-,-,1회,-,-,-
6070,세메스(주),2022년,설비엔지니어,지방4년제,공학계열,기계공학과,4.29,-,Lv6,-,-,2개,-,1회,-,-
6071,세메스(주),2022년,재무담당자,수도권4년제,상경계열,경제학과,3.62,840점,-,IH,1개,3개,-,-,3회,-
6072,세메스(주),2022년,설치·수리기사,지방4년제,공학계열,나노소재공학부,3.56,-,-,IH,-,-,-,-,-,-
6073,세메스(주),2017년,전기·전자엔지니어,지방4년제,공학계열,전자공학,3.5,850점,Lv6,-,1개,5개,2회,-,1회,2회
6074,세메스(주),2017년,경영·비즈니스기획,서울4년제,국어국문,,3.5,-,-,AL,-,-,-,-,-,-
6075,세메스(주),2017년,반도체엔지니어,대학원,공학계열,신소재,3.84,-,-,IM2,-,-,-,-,-,-
6076,세메스(주),2017년,경영·비즈니스기획,서울4년제,어문학계열,국어국문,3.5,-,-,AL,-,-,-,-,-,-
6077,세메스(주),2017년,경영·비즈니스기획,서울4년제,어문학계열,국어국문,3.5,-,-,AL,-,-,-,-,-,-
6078,세메스(주),2017년,품질관리자,수도권4년제,공학계열,산업경영공학,3.6,830점,Lv6,-,-,-,-,-,-,-
6079,세메스(주),2017년,광고디자이너,수도권4년제,예/체능학계열,영상디자인과,3.2,-,-,-,-,1개,-,3회,-,-
6080,㈜지마켓,2019년,경영·비즈니스기획,서울4년제,어문학계열,중어중문학,3.8,920점,Lv7,-,2개,-,2회,-,1회,1회
6081,㈜지마켓,2019년,경영·비즈니스기획,서울4년제,어문학계열,중어중문학,3.81,935점,Lv7,-,2개,-,2회,-,1회,-
6082,㈜지마켓,2017년,웹개발자,지방4년제,공학계열,컴퓨터정보통신공학과,3.47,-,-,IL,-,-,-,1회,1회,-
6083,㈜지마켓,2017년,웹개발자,지방4년제,공학계열,건축디자인학과,3.1,-,-,-,-,-,-,-,-,-
6084,㈜지마켓,2016년,채널관리자,고졸,-,,-,-,-,-,-,-,-,-,-,-
6085,㈜지마켓,2016년,MD,서울4년제,어문학계열,국어국문,3.67,865점,Lv6,-,-,1개,1회,-,-,1회
6086,㈜지마켓,2016년,온라인마케터,수도권4년제,정보통신공학부,,-,-,Lv7,-,-,2개,1회,1회,3회,1회
6087,㈜지마켓,2016년,구매관리자,대졸4년제,상경계열,경제학과,3.22,-,-,-,-,1개,-,-,-,-
6088,㈜지마켓,2016년,,서울4년제,심리학과,,3.6,880점,Lv6,-,-,1개,-,-,-,-
6089,㈜지마켓,2016년,,서울4년제,컴퓨터공학과,,3.29,-,Lv5,-,-,1개,-,-,-,-
6090,㈜화신,2017년,품질관리자,지방4년제,상경계열,경영학과,3.7,825점,-,-,-,1개,-,-,-,-
6091,㈜화신,2015년,IT·기술영업,지방4년제,상경계열,국제경영학과,3.54,890점,-,AL,-,1개,1회,2회,-,2회
6092,㈜화신,2015년,회계담당자,초대졸,상경계열,회계학과,3.82,-,-,-,-,5개,-,-,-,-
6093,㈜화신,2013년,기계엔지니어,지방4년제,공학계열,신소재공,3.76,760점,-,-,-,-,-,-,1회,1회
6094,㈜화신,2012년,기계엔지니어,지방4년제,사회과학계열,경제금융학,3.91,-,-,-,-,-,2회,-,-,-
6095,㈜화신,2011년,IT·기술영업,지방4년제,공학계열,기계설계전공,3.28,-,-,-,-,-,-,-,-,-
6096,㈜화신,2011년,기계엔지니어,지방4년제,어문학계열,영어영문,3.67,940점,-,AL,-,2개,1회,-,-,2회
6097,㈜화신,2011년,기계엔지니어,지방4년제,사회과학계열,경영,3.87,-,-,IM2,-,2개,1회,-,-,-
6098,㈜화신,2011년,,지방4년제,-,,3.81,790점,-,-,-,2개,-,-,1회,-
6099,㈜화신,2011년,,지방4년제,-,,4.15,715점,-,-,-,2개,-,-,-,-
6100,㈜제일상호저축은행,2011년,심사,초대졸,법률실무,,-,-,-,-,1개,-,-,-,-,-
6101,㈜제일상호저축은행,2011년,심사,고졸,-,,-,-,-,-,-,1개,1회,-,-,-
6102,㈜제일상호저축은행,2011년,심사,고졸,-,,-,-,-,-,-,-,-,-,-,-
6103,㈜제일상호저축은행,2010년,금융영업,초대졸,생활과학계열,식품영양,4,-,-,-,-,-,-,-,-,-
6104,㈜제일상호저축은행,2010년,심사,고졸,-,,-,-,-,-,-,-,-,-,-,-
6105,㈜제일상호저축은행,2010년,비서,수도권4년제,어문학계열,중어중문,4.01,725점,Lv6,-,1개,1개,1회,-,-,-
6106,㈜제일상호저축은행,2009년,인바운드상담원,초대졸,기타계열,신문방송,4.28,-,-,-,-,-,-,-,-,-
6107,㈜제일상호저축은행,2009년,인바운드상담원,고졸,-,,-,-,-,-,-,-,-,-,-,-
6108,㈜제일상호저축은행,2009년,금융영업,서울4년제,기타계열,원예,3,-,-,-,-,-,-,-,-,-
6109,㈜제일상호저축은행,2009년,앱개발자,수도권4년제,공학계열,정보,3.22,-,-,-,-,-,-,-,-,-
6110,디아이지에어가스,2014년,전기·전자엔지니어,수도권4년제,공학계열,전자전기공학과,3.4,-,-,-,-,1개,-,-,-,-
6111,디아이지에어가스,2014년,,지방4년제,전기공학,,3.65,850점,-,-,-,2개,-,-,-,-
6112,디아이지에어가스,2013년,화학엔지니어,초대졸,의/약학계열,물리치료,3.88,-,-,-,-,-,-,-,-,-
6113,디아이지에어가스,2013년,품질관리자,지방4년제,공학계열,전기정보통신공학부,2.88,-,-,-,-,3개,-,1회,-,-
6114,디아이지에어가스,2012년,,서울4년제,화학,,3.65,-,-,-,-,-,-,-,-,-
6115,디아이지에어가스,2011년,자재관리자,초대졸,공학계열,자동화시스템,3.64,-,-,-,-,1개,-,-,-,-
6116,디아이지에어가스,2011년,화학엔지니어,수도권4년제,공학계열,전기공,4.25,795점,-,-,-,3개,-,-,1회,2회
6117,디아이지에어가스,2010년,,서울4년제,-,,3.2,-,-,-,-,1개,-,-,-,-
6118,디아이지에어가스,2010년,화학엔지니어,수도권4년제,공학계열,전자공,3.72,770점,-,-,-,3개,2회,-,-,1회
6119,디아이지에어가스,2008년,경영·비즈니스기획,서울4년제,어문학계열,아랍어과,3.7,-,-,-,-,-,-,-,-,-
6120,동양E&P㈜,2015년,인사담당자,지방4년제,상경계열,경영,3.3,-,-,-,-,-,-,-,-,-
6121,동양E&P㈜,2014년,전기·전자엔지니어,지방4년제,공학계열,전자,3,-,-,-,-,1개,-,-,1회,-
6122,동양E&P㈜,2014년,품질관리자,수도권4년제,공학계열,산업공학,3.98,-,Lv6,-,-,2개,-,-,-,-
6123,동양E&P㈜,2013년,품질관리자,수도권4년제,공학계열,산업공학,3.15,845점,-,-,-,-,-,-,-,-
6124,동양E&P㈜,2012년,품질관리자,초대졸,공학계열,컴퓨터정보,2.79,-,-,-,-,1개,-,-,1회,-
6125,동양E&P㈜,2012년,앱개발자,지방4년제,공학계열,컴퓨터공학,3.6,-,-,-,-,3개,-,-,-,-
6126,동양E&P㈜,2010년,구매관리자,초대졸,공학계열,전기시스템제어,3.91,-,-,-,-,-,-,-,-,-
6127,동양E&P㈜,2010년,구매관리자,서울4년제,상경계열,경영,3.06,-,-,-,-,2개,-,-,-,-
6128,동양E&P㈜,2009년,IT·기술영업,초대졸,인문과학계열,주택부동산행정,3.8,-,-,-,-,-,-,-,-,-
6129,동양E&P㈜,2009년,설계엔지니어,수도권4년제,공학계열,환경공학,3.12,-,-,-,-,3개,-,-,-,-
6130,덴소코리아오토모티브㈜,2016년,생산직종사자,대졸4년제,식품영양학과,,-,-,-,-,-,3개,-,-,-,-
6131,덴소코리아오토모티브㈜,2015년,생산직종사자,초대졸,공학계열,자동차학과,4.43,-,-,-,-,2개,-,-,-,-
6132,덴소코리아오토모티브㈜,2015년,생산직종사자,초대졸,예/체능학계열,사회체육학과,3.2,-,-,-,-,-,-,2회,-,-
6133,덴소코리아오토모티브㈜,2014년,기계엔지니어,서울4년제,공학계열,전기공,3.54,710점,Lv6,-,1개,4개,-,2회,-,2회
6134,덴소코리아오토모티브㈜,2014년,통번역사,대학원,어문학계열,일본어교육학,4.38,-,-,-,1개,-,-,-,-,-
6135,덴소코리아오토모티브㈜,2014년,생산직종사자,고졸,-,,-,-,-,-,-,2개,-,-,-,-
6136,덴소코리아오토모티브㈜,2013년,생산직종사자,초대졸,공학계열,기계자동차공,3.3,-,-,-,-,1개,-,-,-,-
6137,덴소코리아오토모티브㈜,2013년,기계엔지니어,고졸,-,,-,-,-,-,-,-,-,-,-,-
6138,덴소코리아오토모티브㈜,2013년,품질관리자,고졸,-,,-,-,-,-,-,-,-,-,-,-
6139,덴소코리아오토모티브㈜,2013년,생산직종사자,고졸,-,,-,-,-,-,-,-,-,-,-,-
6140,(주)한화갤러리아,2017년,경영·비즈니스기획,서울4년제,국어국문,,3.5,-,-,AL,-,-,-,-,-,-
6141,(주)한화갤러리아,2017년,경영·비즈니스기획,서울4년제,어문학계열,국어국문,3.5,-,-,AL,-,-,-,-,-,-
6142,(주)한화갤러리아,2016년,매장관리자,고졸,-,,-,-,-,-,-,-,-,-,-,-
6143,(주)한화갤러리아,2016년,MD,지방4년제,인문과학계열,광고홍보학과,3.65,-,-,-,-,-,-,-,-,2회
6144,(주)한화갤러리아,2016년,웹개발자,지방4년제,공학계열,IT경영공,3.5,-,-,-,-,1개,-,-,-,-
6145,(주)한화갤러리아,2015년,비서,초대졸,사회과학계열,사회복지,3.4,-,-,-,-,-,-,-,-,-
6146,(주)한화갤러리아,2015년,웹디자이너,지방4년제,예/체능학계열,섬유디자인,3.7,-,-,-,-,2개,-,-,-,2회
6147,(주)한화갤러리아,2015년,매장관리자,지방4년제,상경계열,경영학과,3.24,-,-,-,-,1개,1회,-,-,-
6148,(주)한화갤러리아,2015년,,서울4년제,영어교육학과,,3.9,980점,-,-,-,1개,-,-,-,-
6149,(주)한화갤러리아,2015년,,서울4년제,경영학과,,3.3,870점,-,-,-,-,-,-,-,1회
6150,(주)얀센백신,2020년,품질관리자,수도권4년제,공학계열,화학공학,4,-,-,IH,-,-,-,-,-,-
6151,(주)얀센백신,2016년,포장·가공담당자,초대졸,예/체능학계열,영상문예학과,4.3,-,-,-,-,1개,-,-,-,-
6152,(주)얀센백신,2016년,생산직종사자,수도권4년제,자연과학계열,생명공학,3.61,815점,Lv6,-,-,-,-,-,-,-
6153,(주)얀센백신,2015년,재무담당자,지방4년제,자연과학계열,응용생명과학,3.55,-,-,-,-,1개,-,-,-,3회
6154,(주)얀센백신,2014년,품질관리자,지방4년제,자연과학계열,응용생명과학,3.55,-,-,-,-,1개,-,-,-,3회
6155,(주)얀센백신,2013년,품질관리자,대학원,자연과학계열,신경과학,4.4,790점,-,IL,-,-,-,1회,-,-
6156,(주)얀센백신,2013년,생산직종사자,수도권4년제,체육학과,,-,-,-,-,-,2개,-,-,-,-
6157,(주)얀센백신,2012년,생산직종사자,초대졸,공학계열,자동차,3.29,-,-,-,-,-,-,-,-,-
6158,(주)얀센백신,2012년,품질관리자,초대졸,공학계열,자동화기계,3.7,-,-,-,-,-,-,-,-,-
6159,(주)얀센백신,2012년,포장·가공담당자,초대졸,인문과학계열,경영정보,3.63,-,-,-,-,-,-,-,-,-
6160,생고뱅코리아홀딩스(주),2015년,전기·전자엔지니어,서울4년제,전기전자공학과,,-,-,-,-,-,1개,-,-,-,-
6161,생고뱅코리아홀딩스(주),2015년,,초대졸,산업설비자동화과,,3.3,-,-,-,-,-,-,-,-,-
6162,생고뱅코리아홀딩스(주),2015년,생산직종사자,초대졸,산업설비자동화과,,3.3,-,-,-,-,-,-,-,-,-
6163,생고뱅코리아홀딩스(주),2014년,경영·비즈니스기획,해외대학원,공학계열,Electrical,3.63,-,-,-,-,-,1회,-,-,-
6164,생고뱅코리아홀딩스(주),2013년,회계담당자,초대졸,호텔관광,,-,-,-,-,-,2개,-,-,-,-
6165,생고뱅코리아홀딩스(주),2013년,품질관리자,지방4년제,상경계열,국제무역통상,3.2,-,-,-,-,1개,1회,-,-,-
6166,생고뱅코리아홀딩스(주),2012년,경영·비즈니스기획,지방4년제,상경계열,경제,3.96,815점,-,-,-,2개,-,1회,-,1회
6167,생고뱅코리아홀딩스(주),2011년,,서울4년제,전기공학,,3.92,900점,-,-,-,1개,-,3회,-,-
6168,생고뱅코리아홀딩스(주),2011년,,지방4년제,건축,,3.56,925점,-,-,-,6개,-,-,1회,-
6169,생고뱅코리아홀딩스(주),2011년,회계담당자,초대졸,경영정보,,-,-,-,-,-,3개,1회,-,-,-
6170,(주)영원아웃도어,2018년,영업지원,서울4년제,법,,3.59,895점,-,-,-,1개,-,-,1회,-
6171,(주)영원아웃도어,2018년,영업지원,서울4년제,법,,3.59,895점,-,-,-,1개,-,-,1회,-
6172,(주)영원아웃도어,2016년,품질관리자,초대졸,의상디자인,,-,-,-,IL,-,-,1회,-,-,-
6173,(주)영원아웃도어,2016년,품질관리자,서울4년제,심리상담학과,,-,-,-,-,1개,-,-,-,-,-
6174,(주)영원아웃도어,2016년,패션디자이너,수도권4년제,생활과학계열,의류,3.32,815점,-,-,1개,1개,1회,-,-,-
6175,(주)영원아웃도어,2015년,영업지원,지방4년제,상경계열,관광경영학과,3.5,-,-,-,-,-,-,-,-,-
6176,(주)영원아웃도어,2015년,사무보조,서울4년제,기타계열,관광경영계열,3.48,-,-,-,-,-,-,-,-,-
6177,(주)영원아웃도어,2014년,패션디자이너,초대졸,의류디자인학과,,-,940점,-,-,-,-,2회,1회,4회,1회
6178,(주)영원아웃도어,2014년,인바운드상담원,초대졸,패션디자인,,-,-,-,-,-,2개,-,-,-,-
6179,(주)영원아웃도어,2014년,패션디자이너,초대졸,예/체능학계열,의상디자인,3.67,-,-,-,-,3개,-,-,-,-
6180,㈜웅진,2016년,학교·특수학교교사,초대졸,어문학계열,영어,3.76,-,-,-,-,1개,-,-,3회,2회
6181,㈜웅진,2016년,웹퍼블리셔,서울4년제,예/체능학계열,의상디자인학과,3.85,940점,-,-,-,1개,-,2회,-,-
6182,㈜웅진,2016년,컨설턴트,서울4년제,사회과학계열,심리학사,4.3,850점,-,-,-,1개,-,-,-,-
6183,㈜웅진,2016년,앱개발자,서울4년제,인문과학계열,컴퓨터소프트웨어,2.94,-,-,-,-,2개,-,1회,-,-
6184,㈜웅진,2015년,시스템엔지니어,서울4년제,공학계열,정보보호,3.74,-,-,-,-,3개,-,-,-,-
6185,㈜웅진,2015년,학교·특수학교교사,대졸4년제,상경계열,응용정보통계학과,3.64,845점,-,IH,-,2개,-,1회,-,-
6186,㈜웅진,2015년,학습지·방문교사,서울4년제,인문과학계열,동북아문화산업,4,-,Lv6,-,-,-,-,-,-,-
6187,㈜웅진,2015년,학교·특수학교교사,대학원,사범학계열,국제중국어교육,4.32,-,-,-,1개,1개,3회,-,-,-
6188,㈜웅진,2015년,웹개발자,초대졸,공학계열,디지털정보처리,3.9,-,-,-,-,5개,-,-,-,-
6189,㈜웅진,2014년,PD·감독,서울4년제,기타계열,영상학과,3.7,-,-,-,-,1개,-,-,3회,-
6190,㈜동서,2016년,요리사,서울4년제,경영,,-,-,-,-,-,2개,-,1회,-,-
6191,㈜동서,2010년,생산직종사자,고졸,-,,-,-,-,-,-,1개,-,-,-,-
6192,㈜동서,2009년,매장관리자,초대졸,예/체능학계열,광고편집,3.35,-,-,-,-,-,-,-,-,-
6193,㈜동서,2009년,해외영업,서울4년제,어문학계열,노어,3.35,-,-,-,1개,2개,1회,-,-,-
6194,㈜동서,2008년,납품·배송기사,고졸,-,,-,-,-,-,-,1개,-,-,-,-
6195,㈜동서,2008년,,서울4년제,-,,3.85,910점,-,-,-,-,-,-,1회,1회
6196,㈜동서,2008년,구매관리자,초대졸,상경계열,세무회계,3.44,-,-,-,-,4개,-,-,-,-
6197,㈜동서,2008년,사무담당자,초대졸,상경계열,경영,4.01,-,-,-,-,4개,-,-,-,-
6198,㈜동서,2007년,비서,초대졸,사회과학계열,중국비즈니스,3.8,-,-,-,-,-,-,-,-,-
6199,㈜동서,2007년,품질관리자,고졸,-,,-,-,-,-,-,-,-,-,-,-
6200,YES24㈜,2022년,재무담당자,지방4년제,상경계열,경영정보학과,3.4,-,-,AL,-,3개,-,-,-,-
6201,YES24㈜,2021년,MD,서울4년제,상경계열,경영학부,3.8,930점,Lv6,-,-,-,-,-,-,2회
6202,YES24㈜,2021년,온라인마케터,지방4년제,인문과학계열,중동학과,3.87,910점,-,-,-,1개,1회,-,-,-
6203,YES24㈜,2019년,MD,서울4년제,상경계열,경영학부,3.8,930점,Lv6,-,-,2개,-,-,1회,2회
6204,YES24㈜,2019년,MD,서울4년제,상경계열,경영학부,3.8,930점,Lv6,-,-,2개,-,-,1회,2회
6205,YES24㈜,2017년,인사담당자,서울4년제,법학계열,법,3.59,870점,-,IH,-,1개,1회,-,1회,-
6206,YES24㈜,2017년,인사담당자,서울4년제,법학계열,법,3.59,870점,-,IH,-,1개,-,-,1회,-
